season,year,round,race_name,driver,driverId,constructor,grid_position,finishing_position,points,num_pit_stops,avg_lap_time,avg_tyre_life,track_temp_mid,air_temp_mid,humidity_mid,rainfall_mid,qualiPosition,Q1_time,Q2_time,Q3_time,laps_total,laps_count,lapTime_mean_sec,lapTime_best_sec,lapTime_std_sec,pit_stop_count,pit_total_duration_sec,pit_avg_duration_sec,pit_min_duration_sec,pit_first_lap,pit_last_lap,weather_hours,weather_airTemp_mean,weather_airTemp_min,weather_airTemp_max,weather_humidity_mean,weather_precip_total,weather_pressure_mean,weather_wind_mean,Driver.code
2025,2025,3,Japanese Grand Prix,BOR,bortoleto,Kick Sauber,17.0,19.0,0.0,1,94.092392,26.5,20.7,14.3,77.0,False,17.0,1:28.622,,,5.0,5.0,97.9134,94.968,5.08299378319509,1.0,23.419,23.419,23.419,31.0,31.0,24.0,11.633333333333333,8.3,15.7,78.79166666666667,7.4,1014.5166666666668,10.15,BOR
2025,2025,3,Japanese Grand Prix,STR,stroll,Aston Martin,20.0,20.0,0.0,2,94.112854,17.333333333333332,20.7,14.3,77.0,False,20.0,1:29.271,,,5.0,5.0,97.8346,95.161,4.679539218769306,2.0,47.332,23.666,23.608,9.0,30.0,24.0,11.633333333333333,8.3,15.7,78.79166666666667,7.4,1014.5166666666668,10.15,STR
2025,2025,4,Bahrain Grand Prix,PIA,piastri,McLaren,1.0,1.0,25.0,2,98.953018,28.5,31.7,26.9,47.0,False,1.0,1:31.392,1:30.454,1:29.841,5.0,5.0,98.0888,97.49199999999999,0.4258264904864475,2.0,49.397999999999996,24.698999999999998,24.498,14.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,PIA
2025,2025,4,Bahrain Grand Prix,RUS,russell,Mercedes,3.0,2.0,18.0,2,99.376075,19.0,31.7,26.9,47.0,False,2.0,1:31.494,1:30.664,1:30.009,5.0,5.0,98.5334,97.81700000000001,0.6525203445104173,2.0,48.144000000000005,24.072000000000003,24.044,13.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,RUS
2025,2025,4,Bahrain Grand Prix,NOR,norris,McLaren,6.0,3.0,15.0,2,99.302169,28.5,31.7,26.9,47.0,False,6.0,1:31.107,1:30.560,1:30.267,5.0,5.0,98.718,97.91,0.9874444288161265,2.0,53.857,26.9285,24.035,10.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,NOR
2025,2025,4,Bahrain Grand Prix,LEC,leclerc,Ferrari,2.0,4.0,12.0,2,99.444358,28.5,31.7,26.9,47.0,False,3.0,1:31.454,1:30.724,1:30.175,5.0,5.0,98.9086,98.048,1.364549852515471,2.0,49.043,24.5215,24.241,17.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,LEC
2025,2025,4,Bahrain Grand Prix,HAM,hamilton,Ferrari,9.0,5.0,10.0,2,99.622641,28.5,31.7,26.9,47.0,False,9.0,1:31.219,1:31.009,1:30.772,5.0,5.0,99.93440000000001,98.419,2.6219727878069246,2.0,48.69,24.345,24.34,17.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,HAM
2025,2025,4,Bahrain Grand Prix,VER,max_verstappen,Red Bull Racing,7.0,6.0,8.0,2,100.529924,19.0,31.7,26.9,47.0,False,7.0,1:31.303,1:31.019,1:30.423,5.0,5.0,99.6128,98.40299999999999,2.387495801043433,2.0,54.585,27.2925,26.518,10.0,26.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,VER
2025,2025,4,Bahrain Grand Prix,GAS,gasly,Alpine,4.0,7.0,6.0,2,100.641754,19.0,31.7,26.9,47.0,False,5.0,1:31.462,1:30.643,1:30.216,5.0,5.0,99.092,98.064,1.6655179374596927,2.0,49.991,24.9955,24.958,10.0,28.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,GAS
2025,2025,4,Bahrain Grand Prix,OCO,ocon,Haas F1 Team,14.0,8.0,4.0,2,100.811698,19.0,31.7,26.9,47.0,False,14.0,1:31.594,,,5.0,5.0,100.3542,98.726,3.2496218549240496,2.0,49.708,24.854,24.832,8.0,27.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,OCO
2025,2025,4,Bahrain Grand Prix,TSU,tsunoda,Red Bull Racing,10.0,9.0,2.0,2,99.742226,19.0,31.7,26.9,47.0,False,10.0,1:31.751,1:31.228,1:31.303,5.0,5.0,100.0882,98.565,2.7286296377485892,2.0,51.263999999999996,25.631999999999998,24.771,11.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,TSU
2025,2025,4,Bahrain Grand Prix,BEA,bearman,Haas F1 Team,20.0,10.0,1.0,2,99.81983,19.0,31.7,26.9,47.0,False,20.0,1:32.373,,,5.0,5.0,101.0466,99.24600000000001,3.2836640814797153,2.0,49.457,24.7285,24.562,14.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,BEA
2025,2025,4,Bahrain Grand Prix,ANT,antonelli,Mercedes,5.0,11.0,0.0,3,99.392176,19.0,31.7,26.9,47.0,False,4.0,1:31.415,1:30.716,1:30.213,5.0,5.0,99.4122,98.187,2.213369535346509,3.0,74.006,24.668666666666667,24.506,12.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,ANT
2025,2025,4,Bahrain Grand Prix,ALB,albon,Williams,15.0,12.0,0.0,2,99.76566,19.0,31.7,26.9,47.0,False,15.0,1:32.040,,,5.0,5.0,100.69239999999999,98.699,3.343440563252166,2.0,51.384,25.692,25.394,16.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,ALB
2025,2025,4,Bahrain Grand Prix,HAD,hadjar,Racing Bulls,12.0,13.0,0.0,2,101.025075,19.0,31.7,26.9,47.0,False,12.0,1:31.591,1:31.271,,5.0,5.0,101.3566,99.60300000000001,3.7774518924799003,2.0,49.905,24.9525,24.64,6.0,28.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,HAD
2025,2025,4,Bahrain Grand Prix,DOO,doohan,Alpine,11.0,14.0,0.0,2,100.956716,19.0,31.7,26.9,47.0,False,11.0,1:31.414,1:31.245,,5.0,5.0,100.215,98.714,2.783349960030179,2.0,49.884,24.942,24.791,9.0,28.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,DOO
2025,2025,4,Bahrain Grand Prix,ALO,alonso,Aston Martin,13.0,15.0,0.0,2,99.997188,28.5,31.7,26.9,47.0,False,13.0,1:31.634,1:31.886,,5.0,5.0,101.238,99.318,2.59095590468074,2.0,49.672,24.836,24.826,16.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,ALO
2025,2025,4,Bahrain Grand Prix,LAW,lawson,Racing Bulls,17.0,16.0,0.0,2,99.672867,19.0,31.7,26.9,47.0,False,17.0,1:32.165,,,5.0,5.0,101.577,99.64099999999999,3.8568027561699307,2.0,49.433,24.7165,24.191,14.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,LAW
2025,2025,4,Bahrain Grand Prix,STR,stroll,Aston Martin,19.0,17.0,0.0,2,100.018301,19.0,31.7,26.9,47.0,False,19.0,1:32.283,,,5.0,5.0,101.72279999999999,99.708,3.9825500875695212,2.0,49.203,24.6015,24.592,12.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,STR
2025,2025,4,Bahrain Grand Prix,BOR,bortoleto,Kick Sauber,18.0,18.0,0.0,2,99.994037,19.0,31.7,26.9,47.0,False,18.0,1:32.186,,,5.0,5.0,102.0924,99.9,4.0458428417327355,2.0,49.539,24.7695,24.143,13.0,32.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,BOR
2025,2025,4,Bahrain Grand Prix,SAI,sainz,Williams,8.0,19.0,0.0,4,100.624282,11.25,31.7,26.9,47.0,False,8.0,1:31.591,1:30.844,1:30.680,5.0,5.0,99.797,98.185,2.0188636655306875,3.0,86.031,28.677000000000003,24.315,14.0,44.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,SAI
2025,2025,4,Bahrain Grand Prix,HUL,hulkenberg,Kick Sauber,16.0,20.0,0.0,2,100.982113,28.5,31.7,26.9,47.0,False,16.0,1:32.067,,,5.0,5.0,102.3844,99.82900000000001,4.054220923926069,2.0,48.519999999999996,24.259999999999998,24.229,5.0,27.0,24.0,26.129166666666663,22.5,30.3,55.333333333333336,0.0,1009.5333333333332,17.162499999999998,HUL
2025,2025,5,Saudi Arabian Grand Prix,PIA,piastri,McLaren,2.0,1.0,25.0,1,93.922413,25.0,38.2,29.1,66.0,False,2.0,1:27.901,1:27.545,1:27.304,6.0,6.0,124.30649999999999,93.418,37.29098281756596,1.0,21.388,21.388,21.388,19.0,19.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,PIA
2025,2025,5,Saudi Arabian Grand Prix,VER,max_verstappen,Red Bull Racing,1.0,2.0,18.0,1,93.843804,25.0,38.2,29.1,66.0,False,1.0,1:27.778,1:27.529,1:27.294,6.0,6.0,124.13033333333334,93.564,37.64246378050549,1.0,26.03,26.03,26.03,21.0,21.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,VER
2025,2025,5,Saudi Arabian Grand Prix,LEC,leclerc,Ferrari,4.0,3.0,15.0,1,94.1675,25.0,38.2,29.1,66.0,False,4.0,1:28.552,1:27.866,1:27.670,6.0,6.0,124.87650000000001,94.428,36.04782662380632,1.0,20.131,20.131,20.131,29.0,29.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,LEC
2025,2025,5,Saudi Arabian Grand Prix,NOR,norris,McLaren,10.0,4.0,12.0,1,94.354586,25.0,38.2,29.1,66.0,False,10.0,1:27.805,1:27.481,,6.0,6.0,125.55583333333334,95.042,34.20418791561446,1.0,20.427,20.427,20.427,34.0,34.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,NOR
2025,2025,5,Saudi Arabian Grand Prix,RUS,russell,Mercedes,3.0,5.0,10.0,1,94.557673,25.0,38.2,29.1,66.0,False,3.0,1:28.282,1:27.599,1:27.407,6.0,6.0,124.60133333333334,93.99600000000001,36.501887511013265,1.0,20.329,20.329,20.329,20.0,20.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,RUS
2025,2025,5,Saudi Arabian Grand Prix,ANT,antonelli,Mercedes,5.0,6.0,8.0,1,94.677717,25.0,38.2,29.1,66.0,False,5.0,1:28.128,1:27.798,1:27.866,6.0,6.0,124.97449999999999,94.386,35.73023315764956,1.0,20.399,20.399,20.399,19.0,19.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,ANT
2025,2025,5,Saudi Arabian Grand Prix,HAM,hamilton,Ferrari,7.0,7.0,6.0,1,94.856565,25.0,38.2,29.1,66.0,False,7.0,1:28.372,1:28.102,1:28.201,6.0,6.0,125.20316666666666,94.459,35.04243224102269,1.0,20.144,20.144,20.144,23.0,23.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,HAM
2025,2025,5,Saudi Arabian Grand Prix,SAI,sainz,Williams,6.0,8.0,4.0,1,95.344347,25.0,38.2,29.1,66.0,False,6.0,1:28.354,1:28.024,1:28.164,6.0,6.0,125.50616666666667,95.11500000000001,34.59802268001261,1.0,24.148,24.148,24.148,21.0,21.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,SAI
2025,2025,5,Saudi Arabian Grand Prix,ALB,albon,Williams,11.0,9.0,2.0,1,95.495391,25.0,38.2,29.1,66.0,False,11.0,1:28.279,1:28.109,,6.0,6.0,125.704,95.148,33.9952811607729,1.0,22.135,22.135,22.135,22.0,22.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,ALB
2025,2025,5,Saudi Arabian Grand Prix,HAD,hadjar,Racing Bulls,14.0,10.0,1.0,1,95.664347,25.0,38.2,29.1,66.0,False,14.0,1:28.571,1:28.418,,5.0,5.0,132.01420000000002,95.624,33.53381777698449,1.0,20.827,20.827,20.827,34.0,34.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,HAD
2025,2025,5,Saudi Arabian Grand Prix,ALO,alonso,Aston Martin,13.0,11.0,0.0,1,95.726586,25.0,38.2,29.1,66.0,False,13.0,1:28.548,1:28.303,,5.0,5.0,132.14079999999998,96.176,33.62798090430052,1.0,21.891,21.891,21.891,19.0,19.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,ALO
2025,2025,5,Saudi Arabian Grand Prix,LAW,lawson,Racing Bulls,12.0,12.0,0.0,1,95.684108,25.0,38.2,29.1,66.0,False,12.0,1:28.561,1:28.191,,5.0,5.0,132.24960000000002,96.362,33.069983584816,1.0,20.534,20.534,20.534,20.0,20.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,LAW
2025,2025,5,Saudi Arabian Grand Prix,BEA,bearman,Haas F1 Team,15.0,13.0,0.0,1,95.890108,25.0,38.2,29.1,66.0,False,15.0,1:28.536,1:28.648,,5.0,5.0,132.356,96.423,32.91289570214082,1.0,22.095,22.095,22.095,18.0,18.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,BEA
2025,2025,5,Saudi Arabian Grand Prix,OCO,ocon,Haas F1 Team,19.0,14.0,0.0,1,95.682127,25.0,38.2,29.1,66.0,False,19.0,1:29.092,,,5.0,5.0,132.9042,96.85900000000001,32.587039397588725,1.0,21.512,21.512,21.512,1.0,1.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,OCO
2025,2025,5,Saudi Arabian Grand Prix,HUL,hulkenberg,Kick Sauber,18.0,15.0,0.0,1,96.496644,24.5,38.2,29.1,66.0,False,18.0,1:28.782,,,5.0,5.0,132.6146,96.556,32.72350890873409,1.0,20.441,20.441,20.441,33.0,33.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,HUL
2025,2025,5,Saudi Arabian Grand Prix,STR,stroll,Aston Martin,16.0,16.0,0.0,1,96.440755,24.5,38.2,29.1,66.0,False,16.0,1:28.645,,,5.0,5.0,132.505,96.35499999999999,32.86790176600874,1.0,20.487,20.487,20.487,39.0,39.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,STR
2025,2025,5,Saudi Arabian Grand Prix,DOO,doohan,Alpine,17.0,17.0,0.0,2,95.573659,24.5,38.2,29.1,66.0,False,17.0,1:28.739,,,5.0,5.0,132.7638,96.72,32.652193283147156,2.0,42.092,21.046,20.571,1.0,32.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,DOO
2025,2025,5,Saudi Arabian Grand Prix,BOR,bortoleto,Kick Sauber,20.0,18.0,0.0,1,96.003043,24.5,38.2,29.1,66.0,False,20.0,1:29.462,,,5.0,5.0,133.0132,96.931,32.642005165124274,1.0,21.854,21.854,21.854,1.0,1.0,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,BOR
2025,2025,5,Saudi Arabian Grand Prix,TSU,tsunoda,Red Bull Racing,8.0,19.0,0.0,1,,1.0,38.2,29.1,66.0,False,8.0,1:28.226,1:27.990,1:28.204,1.0,1.0,165.662,165.662,,,,,,,,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,TSU
2025,2025,5,Saudi Arabian Grand Prix,GAS,gasly,Alpine,9.0,20.0,0.0,0,,1.0,38.2,29.1,66.0,False,9.0,1:28.421,1:28.025,1:28.367,,,,,,,,,,,,24.0,30.5875,26.5,35.7,45.41666666666666,0.0,1007.4041666666668,7.966666666666666,GAS
2025,2025,6,Miami Grand Prix,PIA,piastri,McLaren,4.0,1.0,25.0,1,92.703781,19.0,38.5,26.6,62.0,False,4.0,1:27.006,1:26.269,1:26.375,6.0,6.0,101.78016666666667,91.92,13.741536499484571,1.0,22.106,22.106,22.106,29.0,29.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,PIA
2025,2025,6,Miami Grand Prix,NOR,norris,McLaren,2.0,2.0,18.0,1,92.818945,19.0,38.5,26.6,62.0,False,2.0,1:26.955,1:26.499,1:26.269,6.0,6.0,102.29416666666667,92.128,13.045961695738137,1.0,22.044,22.044,22.044,29.0,29.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,NOR
2025,2025,6,Miami Grand Prix,RUS,russell,Mercedes,5.0,3.0,15.0,1,93.363727,19.0,38.5,26.6,62.0,False,5.0,1:27.014,1:26.575,1:26.385,6.0,6.0,102.25999999999999,92.646,13.208771313032866,1.0,24.257,24.257,24.257,29.0,29.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,RUS
2025,2025,6,Miami Grand Prix,VER,max_verstappen,Red Bull Racing,1.0,4.0,12.0,1,93.983581,19.0,38.5,26.6,62.0,False,1.0,1:26.870,1:26.643,1:26.204,6.0,6.0,101.59016666666668,92.096,14.001398121854356,1.0,22.501,22.501,22.501,26.0,26.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,VER
2025,2025,6,Miami Grand Prix,ALB,albon,Williams,7.0,5.0,10.0,1,94.1292,19.0,38.5,26.6,62.0,False,7.0,1:27.042,1:26.855,1:26.682,5.0,5.0,104.57539999999999,93.07900000000001,13.4432923348412,1.0,21.906,21.906,21.906,26.0,26.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,ALB
2025,2025,6,Miami Grand Prix,ANT,antonelli,Mercedes,3.0,6.0,8.0,1,94.212436,19.0,38.5,26.6,62.0,False,3.0,1:27.077,1:26.606,1:26.271,6.0,6.0,102.1315,92.85900000000001,13.446514593008851,1.0,24.383,24.383,24.383,25.0,25.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,ANT
2025,2025,6,Miami Grand Prix,LEC,leclerc,Ferrari,8.0,7.0,6.0,1,93.651436,19.0,38.5,26.6,62.0,False,8.0,1:27.417,1:26.948,1:26.754,5.0,5.0,104.7202,92.509,13.445477351139306,1.0,22.183,22.183,22.183,29.0,29.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,LEC
2025,2025,6,Miami Grand Prix,HAM,hamilton,Ferrari,12.0,8.0,4.0,1,93.760745,19.0,38.5,26.6,62.0,False,12.0,1:27.279,1:27.006,,5.0,5.0,105.61659999999999,92.412,13.85757909232345,1.0,23.104,23.104,23.104,28.0,28.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,HAM
2025,2025,6,Miami Grand Prix,SAI,sainz,Williams,6.0,9.0,2.0,1,94.347345,19.0,38.5,26.6,62.0,False,6.0,1:27.098,1:26.847,1:26.569,5.0,5.0,104.3854,92.332,13.575815861302777,1.0,22.415,22.415,22.415,25.0,25.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,SAI
2025,2025,6,Miami Grand Prix,TSU,tsunoda,Red Bull Racing,10.0,10.0,1.0,1,94.337,19.0,38.5,26.6,62.0,False,10.0,1:27.298,1:26.959,1:26.943,5.0,5.0,105.1182,92.945,13.466074806713355,1.0,22.56,22.56,22.56,27.0,27.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,TSU
2025,2025,6,Miami Grand Prix,HAD,hadjar,Racing Bulls,11.0,11.0,0.0,1,94.579109,28.5,38.5,26.6,62.0,False,11.0,1:27.301,1:26.987,,5.0,5.0,106.03099999999999,92.963,13.456269969794757,1.0,22.115,22.115,22.115,22.0,22.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,HAD
2025,2025,6,Miami Grand Prix,OCO,ocon,Haas F1 Team,9.0,12.0,0.0,1,94.690945,28.5,38.5,26.6,62.0,False,9.0,1:27.450,1:26.967,1:26.824,5.0,5.0,105.23800000000001,92.67,13.674472256727125,1.0,23.162,23.162,23.162,23.0,23.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,OCO
2025,2025,6,Miami Grand Prix,GAS,gasly,Alpine,20.0,13.0,0.0,1,94.34474,19.0,38.5,26.6,62.0,False,18.0,1:27.710,,,5.0,5.0,107.01759999999999,94.054,13.800797777664888,1.0,22.06,22.06,22.06,32.0,32.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,GAS
2025,2025,6,Miami Grand Prix,HUL,hulkenberg,Kick Sauber,16.0,14.0,0.0,1,95.010666,18.666666666666668,38.5,26.6,62.0,False,16.0,1:27.473,,,5.0,5.0,106.2972,93.55199999999999,13.397534164912585,1.0,22.108,22.108,22.108,36.0,36.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,HUL
2025,2025,6,Miami Grand Prix,ALO,alonso,Aston Martin,17.0,15.0,0.0,1,94.725648,18.666666666666668,38.5,26.6,62.0,False,17.0,1:27.604,,,5.0,5.0,106.6942,93.693,13.698145483969729,1.0,23.602,23.602,23.602,28.0,28.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,ALO
2025,2025,6,Miami Grand Prix,STR,stroll,Aston Martin,18.0,16.0,0.0,1,95.405537,28.0,38.5,26.6,62.0,False,19.0,1:27.830,,,5.0,5.0,106.4636,93.892,13.65111553317164,1.0,22.317,22.317,22.317,20.0,20.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,STR
2025,2025,6,Miami Grand Prix,LAW,lawson,Racing Bulls,15.0,17.0,0.0,2,97.038,12.0,38.5,26.6,62.0,False,15.0,1:27.444,1:27.363,,5.0,5.0,108.6932,93.315,13.651883009314126,1.0,22.439,22.439,22.439,28.0,28.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,LAW
2025,2025,6,Miami Grand Prix,BOR,bortoleto,Kick Sauber,13.0,18.0,0.0,1,97.80325,15.5,38.5,26.6,62.0,False,13.0,1:27.343,1:27.151,,5.0,5.0,106.176,93.194,13.234607058768315,1.0,22.188,22.188,22.188,19.0,19.0,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,BOR
2025,2025,6,Miami Grand Prix,BEA,bearman,Haas F1 Team,19.0,19.0,0.0,0,95.954555,14.0,38.5,26.6,62.0,False,20.0,1:27.999,,,5.0,5.0,106.6028,93.844,13.615613232609096,,,,,,,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,BEA
2025,2025,6,Miami Grand Prix,DOO,doohan,Alpine,14.0,20.0,0.0,0,,1.0,38.5,26.6,62.0,False,14.0,1:27.422,1:27.186,,,,,,,,,,,,,24.0,25.33333333333333,22.9,29.1,74.33333333333333,2.0,1013.3458333333332,6.4625,DOO
2025,2025,7,Emilia Romagna Grand Prix,VER,max_verstappen,Red Bull Racing,2.0,1.0,25.0,2,85.386627,31.5,42.7,24.1,39.0,False,2.0,1:15.175,1:15.394,1:14.704,5.0,5.0,81.5654,81.131,0.7988916071658257,2.0,59.647999999999996,29.823999999999998,29.657,29.0,46.0,24.0,18.2375,13.3,22.2,57.29166666666666,1.0,1015.1541666666666,18.92083333333333,VER
2025,2025,7,Emilia Romagna Grand Prix,NOR,norris,McLaren,4.0,2.0,18.0,2,85.602864,31.5,42.7,24.1,39.0,False,4.0,1:15.894,1:15.261,1:14.962,5.0,5.0,82.463,81.462,1.8732435773278358,2.0,61.188,30.594,29.513,28.0,46.0,24.0,18.2375,13.3,22.2,57.29166666666666,1.0,1015.1541666666666,18.92083333333333,NOR
2025,2025,7,Emilia Romagna Grand Prix,PIA,piastri,McLaren,1.0,3.0,15.0,2,86.333169,31.5,42.7,24.1,39.0,False,1.0,1:15.500,1:15.214,1:14.670,5.0,5.0,81.8596,81.096,1.1912322611480979,2.0,61.582,30.791,30.609,13.0,30.0,24.0,18.2375,13.3,22.2,57.29166666666666,1.0,1015.1541666666666,18.92083333333333,PIA
2025,2025,7,Emilia Romagna Grand Prix,HAM,hamilton,Ferrari,12.0,4.0,12.0,2,85.119762,21.0,42.7,24.1,39.0,False,12.0,1:16.163,1:15.765,,5.0,5.0,83.55839999999999,81.23,3.6604362171741247,2.0,59.899,29.9495,29.949,29.0,46.0,24.0,18.2375,13.3,22.2,57.29166666666666,1.0,1015.1541666666666,18.92083333333333,HAM
2025,2025,7,Emilia Romagna Grand Prix,ALB,albon,Williams,7.0,5.0,10.0,2,85.383169,31.5,42.7,24.1,39.0,False,7.0,1:16.123,1:15.521,1:15.473,5.0,5.0,82.9736,81.615,2.4908614574078523,2.0,60.257000000000005,30.128500000000003,29.786,29.0,47.0,24.0,18.2375,13.3,22.2,57.29166666666666,1.0,1015.1541666666666,18.92083333333333,ALB
2025,2025,7,Emilia Romagna Grand Prix,LEC,leclerc,Ferrari,11.0,6.0,8.0,2,86.146186,31.5,42.7,24.1,39.0,False,11.0,1:16.108,1:15.604,,5.0,5.0,83.235,81.428,3.0396454562991373,2.0,61.532,30.766,29.634,10.0,29.0,24.0,18.2375,13.3,22.2,57.29166666666666,1.0,1015.1541666666666,18.92083333333333,LEC
2025,2025,7,Emilia Romagna Grand Prix,RUS,russell,Mercedes,3.0,7.0,6.0,2,86.125661,31.5,42.7,24.1,39.0,False,3.0,1:15.852,1:15.334,1:14.807,5.0,5.0,82.2548,81.385,1.5213170938367895,2.0,60.538,30.269,29.784,11.0,29.0,24.0,18.2375,13.3,22.2,57.29166666666666,1.0,1015.1541666666666,18.92083333333333,RUS
2025,2025,7,Emilia Romagna Grand Prix,SAI,sainz,Williams,6.0,8.0,4.0,2,86.151677,31.5,42.7,24.1,39.0,False,6.0,1:15.987,1:15.198,1:15.432,5.0,5.0,82.80080000000001,81.507,2.3245824786399734,2.0,60.715,30.3575,30.08,11.0,29.0,24.0,18.2375,13.3,22.2,57.29166666666666,1.0,1015.1541666666666,18.92083333333333,SAI
2025,2025,7,Emilia Romagna Grand Prix,HAD,hadjar,Racing Bulls,9.0,9.0,2.0,2,85.282322,31.5,42.7,24.1,39.0,False,9.0,1:16.253,1:15.510,1:15.746,5.0,5.0,83.3572,81.233,3.245312804646116,2.0,60.219,30.1095,30.096,29.0,46.0,24.0,18.2375,13.3,22.2,57.29166666666666,1.0,1015.1541666666666,18.92083333333333,HAD
